Number,Translator,Chinese Sentences,Gloss,Note,log_coverage
train-02424,E,我们应该充分利用我们的时间。,我们/应该/用/好/我们/时间/。,,1.9275684120506384
train-02448,E,我们改成明天去怎么样？,我们/改变/明天/去/怎么样/？,,1.5447870625206315
train-02460,E,我们有几个问题想问你。,我们/有/几个/问题/想/问/你/。,,1.6993535509657764
train-02461,E,我们有孩子了。,我们/有/孩子/。,,1.5523900125384409
train-02471,E,我们没在这儿吃过。,我们/在/这/吃过/没有2/。,,1.5630397159734226
train-02485,E,我很喜欢他踢球的样子。,我/喜欢/他/踢球/样子/。,,1.6325190528962332
train-02486,E,我很喜欢做家务。,我/喜欢/做/家务/。,,1.5999633378094607
train-02490,F,我们现在有很多事情要做。,我们/事情/多/现在/。,,1.687988131876748
train-02497,F,我们的饭菜很丰盛。,我们/菜/多/很/。,,1.604703449003538
train-02506,F,我们能进到里面吗？,我们/进/里面/可以/？,,1.5022485477315648
train-02507,F,我们自己的大型客机。,飞机/大/我们/自己/有/。,,1.719134491059058
train-02517,F,我们还可以再见面吗？,我们/再/见/可以/？,,1.624642203729207
train-02522,F,我们都为你的进步而高兴。,你/进步/我们/都/高兴/。,,1.503680033694778
train-02523,F,我们都想要幸福。,幸福/我们/都/想/要/。,,1.7197244013394313
train-02526,F,我们需要多做些练习。,我们/练习/多/做/要/。,,1.5787334996305098
train-02536,F,我会把照片寄给你的。,照片/我/快递/你/。,,1.7144272511864145
train-02549,F,我做不了，我不行。,我/做/不行2/我/不行2/。,,2.1006132174548062
train-02550,F,我做不到，我受不了了。,我/做/不行2/我/忍/不行2/。,,1.8005256149612625
train-02552,F,我做了件礼物给你，希望你喜欢。,给（你）/礼物/我/做/希望/你/喜欢/。,,1.7745036012999629
train-02557,F,我6点钟见你。,我/见/你/6点/。,6点,1.5125856508290496
train-02559,F,我走不动了。,我/走/不行2/。,,1.711200654828034
train-02561,F,我准备去睡觉了。,我/睡觉/准备/。,,1.525601565311262
train-02562,F,我几乎不去电影院，都在电视机上看电影。,我/去/电影院/少/看/电影/都/电视/。,,1.5406329227065758
train-02568,F,我刚离开学校，以前我从未工作过。,我/学校/完成/以前/工作/没有/。,,1.656653738094001
train-02571,F,我去找个人来修一下。,我/找/人/来/修/。,,1.5149513550192317
train-02575,F,我等会去。,我/等/去/。,,1.8529338755965583
train-02576,F,我去买点东西。,我/去/买/东西/。,,1.8973151054813748
train-02577,F,我参加了很多课外活动。,课/外/活动/我/参加/多/。,,1.5011026377147811
train-02578,F,我又不是不懂。,我/知道/。,,1.695595598542208
train-02579,F,我又做错什么了？,我/错/什么/？,,1.703369893659326
train-02582,F,我发誓我不认识。,我/认识/不/我/发誓/。,,1.6391114789512067
train-02585,F,我另有安排。,我/安排/外/有/。,,1.6574195384125292
train-02587,F,我只想随便买一些现成的衣服。,我/衣服/随意/买/现在/有/。,,1.685189920440456
train-02594,F,我可以为你做点什么吗？,我/做/什么/给（你）/？,,1.6133106231281347
train-02595,F,我可以加你微信吗？,我/微信/加/你/可以/？,,1.6800835239761096
train-02596,F,我可以十点过后再回家吗？,我/十点/以后/到/家/可以/？,,1.6106333946939209
train-02597,F,我可以去参观你的房间吗？,我/看/你/房间/可以/？,,2.0755074907692883
train-02600,F,我可以和你谈一会儿话吗？,你/我/咱俩/交流/可以/？,,1.6932803983173805
train-02603,F,我可以帮助你吗？,我/帮助/可以/？,,1.8928318075582284
train-02604,F,我可以帮助吗？,我/帮助/可以/？,,1.8928318075582284
train-02607,F,我可以把车停这儿吗？,车/放/这/可以/？,,1.6357206281557548
train-02608,F,我可以提个问题吗？,我/问题/说/可以/？,,1.930255564023327
train-02610,F,我可以来你公司上班吗？,我/工作/到/你/公司/可以/？,,2.058619740143207
train-02612,F,我可以牵你的手吗？,我/牵/你/可以/？,,1.8161002287713317
train-02615,F,我可以用很好的英语来表达自己的观点。,我/英语/表达/观点/好/我/可以/。,英语,1.6085445350207606
train-02616,F,我可以看一下吗？,我/看/可以/？,,2.0041251669882403
train-02618,F,我可以租东西吗？,我/东西/租（我）/可以/？,,1.532531473172027
train-02619,F,我可以等会再吃吗？,我/吃/等/一会儿/可以/？,,1.8058246986312494
train-02621,F,我可以要一些饼干吗？,饼干/我/要/可以/？,,1.6614938675218092
train-02623,F,我可以试一下这条裙子吗？,这/裙子/我/试/穿/可以/？,,1.6083613881460364
train-02624,F,我可以走得到那儿吗？,走/到/那/我/可以/？,,1.9143069047998054
train-02625,F,我可以邀请你参加。,我/请/你/参加/。,,1.8196082911685196
train-02626,F,我可以问问我妈妈的病情吗？,我/妈妈/病情/我/问/可以/？,,1.72588715488826
train-02627,F,我可是头一次。,我/第一次/是/。,,1.7205565445517208
train-02628,F,我右边的这个人是我爸爸。,我/右/我/爸爸/是/。,,1.7275898514708647
train-02629,F,我吃完晚饭后就做作业。,我/晚上/饭/完/做/作业/。,,1.591579117221805
train-02631,F,我后悔没有更努力学习。,我/学习/努力/没有/我/后悔/。,,1.5909777422928986
train-02643,F,我和家人一起住。,我/家/人/一起/住/。,,1.6973172105870633
train-02650,F,我喜欢你的思路。,你/想法/我/喜欢/。,想法,1.7773244468890348
train-02651,F,我喜欢你的画。,你/画/我/喜欢/。,,1.7773244468890348
train-02652,F,我喜欢你的风格。,你/风格/我/喜欢/。,,1.7773244468890348
train-02656,F,我喜欢喝牛奶。,牛奶/我/喜欢/。,,1.704823453798137
train-02658,F,我喜欢帮妈妈干家务。,帮助/妈妈/家务/我/喜欢/。,,1.5155752774093714
train-02661,F,我喜欢游泳。,游泳/我/喜欢/。,,1.7203604304853481
train-02666,F,我喜欢这一种。,这/我/喜欢/。,,2.1067902695245646
train-02670,F,我回来了。,我/到/完/。,,1.6678033962122947
train-02694,F,我在上海。,我/在/上海/。,,1.6209367520244058
train-02704,F,我在楼下等着你。,我/楼/下/等/你/。,,1.609391656551247
train-02706,F,我在火车工作。,我/工作/火车/。,,1.5601772398528324
train-02710,F,我在考虑读哪个学校。,我/学校/读/什么/我/考虑/。,,1.6498849400476012
train-02712,F,我在赶时间。,我/时间/不够/。,,1.6306084499699809
train-02714,F,我在这儿买的电视有问题。,我/买/电视/问题/有/。,,1.8212859893737054
train-02715,F,我在这里待太久了。,我/这/待/时间/长/。,,1.6108749546388668
train-02724,F,我好像在哪儿见过你？,我/见/你/之前/有/好像/？,,1.6075385233261077
train-02727,F,我妈妈是一家之主。,我/妈妈/做/主/家/是/。,,1.6696053449392987
train-02736,F,我对他的工作非常满意。,他/工作/我/满意/很/。,,1.6995435918881212
train-02744,F,我对目前的生活心满意足。,我/生活/现在/满意/。,,1.6196869320941094
train-02748,F,我将至少住一周。,我/住/一周/多/。,,1.5479944245335964
train-02749,F,我就不该相信你。,相信/你/我/错/。,,1.742693081745708
train-02754,F,我工作非常努力。,我/工作/努力/很/。,,1.6138268964464864
train-02755,F,我左边的是我妈妈。,我/左/我/妈妈/是/。,,1.7866357694070658
train-02759,F,我已经决定要出国念书了。,我/决定/读书/到/中国/外/。,,1.541476778522828
train-02760,F,我已经准备好了。,我/准备/好/。,,1.7988808213089913
train-02765,F,我已经等了一周了但仍然没有回复。,我/等/一周/有/答案1/没有/。,,1.544287742919813
train-02766,F,我已经练习过很多次了。,我/练习/多/有/。,,1.6116752428802772
train-02767,F,我已经试过很多次了。,我/试验1/多/有/。,,1.6116752428802772
train-02772,F,我希望我能通过锻炼保持身材。,我/希望/锻炼/我/身体/保持/。,,1.5492041015709141
train-02774,F,我希望有一天能去你的家乡。,我/希望/去/你/家乡/时间/有/。,,1.913750116140852
train-02779,F,我帮你在这个广场上拍一张吧。,你/广场/我/帮助/拍照/好不好/。,,1.542352607500095
train-02780,F,我帮你一把吧。,我/帮助/好不好/。,,1.596186889890732
train-02783,F,我应该看哪个医生？,医生/我/找/哪/？,,1.5756776998984081
train-02790,F,我开始回想起我的童年。,我/想/小孩/年/。,,1.6610163702514746
train-02792,F,我很乐意借给你钱。,我/钱/借（你）/我/愿意/。,,1.6238164167252658
train-02794,F,我很喜欢你的公寓。,我/喜欢/你/房子/很/。,,2.0389269495240274
train-02795,F,我很喜欢和你一起工作。,工作/你/一起/我/喜欢/很/。,,2.0135267403703674
train-02796,F,我很喜欢这里。,这里/我/喜欢/很/。,,1.9508593933292406
train-02799,F,我很想去，但是不怎么会打高尔夫球。,我/想/去/但是1/高尔夫/我/不会/。,,1.553264388794469
train-02800,F,我很想去，但是我需要去工作。,我/想/去/但是1/我/工作/需要2/。,,1.6418288040747502
train-02803,F,我很抱歉在这个时候提出辞呈。,我/现在/说/辞职/我/抱歉/。,,1.5197255270864791
train-02805,F,我很爱我的妻子。,我/妻子/我/爱/她/。,,1.7510544156524224
train-02806,F,我很累。,我/累/很/。,,1.5006710782474322
train-02810,F,我得上床睡觉了。,我/去/床/睡觉/要/。,,1.5648852690362371
train-02812,F,我得写完作业才能出去玩。,我/作业/写/完/出去/玩/可以/。,,1.5243509333646892
train-02817,F,我微笑在你心间。,我/在/你/心/笑/。,,1.879473101379034
train-02820,F,我必须说他工作干得很出色。,他/工作/优秀/我/说/必须/。,,1.5828972429323398
train-02831,F,我怎么了？,我/什么/？,,1.924028963159693
train-02832,F,我怎么去找我要的书？,书/我/要/找/怎么/？,,1.8518803010207066
train-02833,F,我怎么没有看见你妈妈昨天跟我说的那路公交车呢？,你/妈妈/昨天/告诉（我）/公交车/我/看/没有/？,,1.6259239522247553
train-02835,F,我怎么能联系你？,我/联系/你/怎么/？,,1.923311079144097
train-02836,F,我恐怕今天不能上班了。,我/担心/今天/去/上班/不行2/。,,1.552835600254971
train-02838,F,我恐怕这事不会成的。,我/担心/这/事/不行2/。,,1.7218770024174466
train-02840,F,我想与一个男孩合住一套公寓。,我/想/房子/住/和/男/一/。,,1.6846996517835182
train-02842,F,我想买一个书桌来放我的书。,我/想/买/桌子/放/书/。,,1.7378229182694032
train-02843,F,我想买一个洗衣机。,我/想/买/洗衣机/。,,1.5310605026640847
train-02845,F,我想买一玩具。,我/想/买/玩具/。,,1.7393390396957298
train-02846,F,我想买一瓶香水。,我/想/买/香水/。,,1.5310605026640847
train-02850,F,我想休息一周与我的家人团聚。,我/想/休息/一周/家/人/一起/。,,1.730287036225188
train-02851,F,我想休息一段时间。,我/想/休息/时间/阶段2/。,,1.5232390235001372
train-02853,F,我想你应该知道你需要住院。,你/住院2/要/你/应该/知道/。,,1.779221538550869
train-02856,F,我想停用这里的账户。,我/这/账户/想/停/。,,1.5524503487892065
train-02858,F,我想吃法国菜。,我/想/吃/法国/菜/。,,1.540606733621875
train-02860,F,我想告诉大家，我真的很高兴能与你们一起工作。,我/想/告诉/大家/一起/工作/我/开心/真1/。,,1.740748811250242
train-02861,F,我想和你谈一下。,我/你/咱俩/说话/。,,1.7502507939235883
train-02863,F,我想在农村买一座房子。,房子/我/想/买/农村/。,,1.568529561498819
train-02868,F,我想多了解一点。,我/想/了解1/多/。,,1.5527372793536849
train-02869,F,我想多呆一会儿。,我/想/等/一会儿/。,,1.6915667668339114
train-02870,F,我想多学点东西。,我/想/学习/东西/多/。,,1.8148070377248258
train-02876,F,我想延长住宿的时间。,我/住/时间/延长/要/。,,1.5059015192852978
train-02879,F,我想我得了感冒。,我/感冒/应该/。,,1.5170093399034463
train-02887,F,我想把这个包成礼品，可以吗？,我/想/这/包2/礼物/可以/？,,1.7569625955691792
train-02889,F,我想把这封信写完。,我/想/信/写/完成/。,,1.5066749181441519
train-02894,F,我想拓展我的视野。,我/想/看/开拓/。,,1.533754017604046
train-02896,F,我想换手机。,我/想/手机/换/。,,1.5803493621397258
train-02899,F,我想求你件事。,我/想/求/你/事/。,,1.6685873608127928
train-02905,F,我想看我最喜欢的卡通片。,我/想/看/什么/我/最/喜欢/动画片/。,,1.895200781017301
train-02907,F,我想知道你的一切。,你/所有/我/想/知道/。,,1.9438683597817714
train-02911,F,我想给我儿子买个玩具。,我/想/买/玩具/给/我/儿子/。,,1.7060283736276247
train-02912,F,我想给我妈买点儿护肤品。,我/想/买/护肤霜/给/我/妈妈/。,,1.7903547059371965
train-02914,F,我想要一个导游。,导游/我/要/一/。,,1.5166575329676033
train-02917,F,我想要一条幸福美满的婚姻。,我/想/婚姻/幸福/要/。,,1.5316979465090983
train-02918,F,我想要和那个一样的。,那/我/要/一样/。,,1.8054449417488303
train-02920,F,我想要张特大号的床。,我/要/床/大/。,,1.5261080292971285
train-02921,F,我想要有家具的房子。,房间/里/家具/有/我/要/。,,1.727880258560155
train-02924,F,我想要间客房。,睡觉/房间/我/要/一/。,,1.7000480009931527
train-02926,F,我想让你见见我的父母。,我/想/带1/你/我/父母/见/。,,1.6393033808137143
train-02931,F,我想跟爸爸一起出门。,我/想/门/去/和/爸爸/。,,1.7953221213226764
train-02932,F,我想换一下环境。,我/想/环境/换/。,,1.6113297541368745
train-02942,F,我愿意和你白头到老。,和/你/过/一生/我/愿意/。,,1.5242396444329673
train-02943,F,我愿意帮助你。,帮助/我/愿意/。,,1.534518806555385
train-02951,F,我找不到我的行李。,我/行李/找/没有/。,,1.6511182513519895
train-02952,F,我找到了一个新工作。,我/新/工作/找/到/有/。,,1.862207304725762
train-02957,F,我把钱借给他了。,钱/我/借2/他/。,,1.5284818233913344
train-02959,F,我担心在观众前没话说。,我/担心/人/多/我/说话/不行2/。,,1.9092794503795896
train-02961,F,我担心的事可多了。,我/担心/事情/多/。,,1.636021962226895
train-02965,F,我挺想去的。,我/想/去/。,,1.9838285395862243
train-02971,F,我怕你把感冒传染给我。,我/害怕/你/感冒/传染/我/。,,1.521761237910651
train-02980,G,我无法相信你说的话。,你/说/我/相信/不/。,,2.0147938578243134
train-02984,G,我一直都想着你。,我/一直/想/你/。,,2.0502569007603633
train-02991,G,我昨天在这儿买的书有问题，想换一下。,昨天/我/在/这/买/书/这/有/问题/想/换/。,,1.987844018873709
train-02993,G,我昨晚梦到你了。,我/昨天/晚上/梦/有/你/。,,1.7209395245719945
train-02995,G,我是一个老师。,我/是/老师/。,,1.8113510201549272
train-02999,G,我是不会做那种事情的。,那/样子/事情2/我/做/不/。,,1.8683112641885071
train-03001,G,我是不是该约她出去？,我/应该/约/她/出去/是/？,,1.501478252549637
train-03005,G,我是个工作狂。,我/工作/上瘾/是/。,,1.5464141306491204
train-03008,G,我是中国人。,我/是/中国/人/。,,1.965675201944903
train-03010,G,我喜欢他的电影。,我/喜欢/他/演的/电影/。,,1.583700368655933
train-03021,G,我最喜欢的一处风景。,这里/风景/我/最2/喜欢/。,,1.6854370610441027
train-03025,G,我有一个好主意。,我/有/一/好/方法/。,,1.9304959005744606
train-03026,G,我有一个好消息告诉你。,我/有/一/好/消息/告诉/你/。,,1.8247394691549625
train-03027,G,我有一个很大的农场。,我/有/农场/一/大/。,,1.628746599480382
train-03028,G,我有一个更好的工作机会。,我/有/一/工作/机会/更/好/。,,1.6760575665782547
train-03029,G,我有2箱行李在出租上。,我/有/行李/二/在/出租车/里/。,,1.5193237165356515
train-03030,G,我有事要和你商量。,我/有/事情2/和/你/商量1/。,,1.7863067320717907
train-03032,G,我有些美国的邮票，能在这里用吗？,我/有/美国/邮票/这里/用/可以/？,,1.6016086840169157
train-03035,G,我有很多事要做。,我/有/多/事情2/要/做/。,,2.0470405899916893
train-03036,G,我有急事。,我/有/事情2/着急/。,,1.6987143160224096
train-03038,G,我有时候很忙。,我/有/时候/忙/很/。,,1.7068987748932132
train-03040,G,我有点累了。,我/有/少/累/。,,1.727012745154569
train-03041,G,我有男朋友了。,我/有/男/朋友/。,,1.7388755453977656
train-03046,G,我来为你加油打气。,我/来/为/你/加油/。,加油,1.6187278864049148
train-03056,G,我欠你晚餐的钱。,晚上/吃饭/钱/我/欠/你/。,欠,1.6842314571637114
train-03057,G,我正在做包子呢。,我/现在/做/包子/。,,1.5287876050751958
train-03058,G,我正在去杂货店的路上。,我/现在/走/那/杂/东西2/房子/。,,1.5413862517615073
train-03061,G,我正在找工作。,我/现在/找/工作/。,,1.805852594038948
train-03062,G,我正在攒钱，以便我能买一所房子。,我/现在/钱/存储/等/以后/买/房子/。,,1.6117036387109187
train-03074,G,我永远在你身边。,我/始终/在/你/边/。,,1.6039376824164766
train-03075,G,我没什么事。,我/事情2/没有2/。,,1.673956193416256
train-03077,G,我没听清楚。,我/听/清楚/没有2/。,,1.5520160683565507
train-03078,G,我没想到你会这么做。,你/做/这里/我/没想到/。,,1.8615247235604329
train-03080,G,我没有心思参加聚会。,这/集会/我/去/想/不/。,,1.8601052504927986
train-03081,G,我没有给你打电话。,我/电话/你/没有2/。,,1.9542585638112893
train-03082,G,我没有见过他。,他/我/见面/了/没有2/。,,1.6711895234241776
train-03093,G,我爱吃炒菜。,炒/菜/我/喜欢/吃/。,,1.5662486787087493
train-03094,G,我爱吃烤肉。,烤串/我/喜欢/吃/。,,1.5469468481141841
train-03096,G,我爱这项运动。,这/运动/我/喜欢/。,,1.9650202173540592
train-03098,G,我爸爸是一名木匠。,我/爸爸/是/做/木头/。,,1.5707461480132052
train-03099,G,我父母想让我出国。,我/爸爸/妈妈/想/我/国家/出/。,,1.6833523012815461
train-03103,G,我特别想看这个球赛。,这里/球/比赛/我/想/看/很/。,球,1.6216236371105035
train-03104,G,我现在不能出去。,我/现在/出去/不行2/。,,1.6829355854537398
train-03105,G,我现在可以用洗手间吗？,我/现在/去/卫生间/可以/？,,1.732831348430744
train-03109,G,我现在来看房子，行吗？,我/现在/去/看/房子/可以/？,,2.038590605987532
train-03110,G,我现在确实很想去见他。,我/现在/真1/想/去/见面/他/。,,1.8622023848939235
train-03111,G,我现在能出去玩会儿吗？,我/现在/出去/玩1/可以/？,,1.7064136677216493
train-03112,G,我现在要出门了。,我/现在/门/出去/。,,1.5714655341820434
train-03113,G,我现在订货的话，什么时候可以做好？,如果/我/现在/订/东西/做/好/什么/时候/？,订,1.7657167125614464
train-03114,G,我现在身体很健康。,我/身体/现在/健康/。,,1.6649807215447296
train-03116,G,我现在需要钱。,我/现在/钱/需要/。,,1.7073985040101696
train-03133,G,我的生活费花完了。,我/生活/钱/完了/。,,1.7608070487411158
train-03137,G,我的看法和你完全一致。,我/想/法1/和/你/一样/。,,1.9012440765275047
train-03146,G,我的车能载4个人。,我/车2/坐/人/四/可以/。,,1.5320156921353327
train-03151,G,我相信你。,我/相信/你/。,,1.918018180892579
train-03152,G,我相信你可以做到。,我/相信/你/做/成功1/可以/。,,1.8043199821602225
train-03156,G,我看了一眼就记下了。,我/看/了/记忆/好/。,,1.5104861846125217
train-03167,G,我真的很烦你。,我/烦/你/很1/。,烦,1.6779856144133418
train-03169,G,我真的搞得一团糟。,我/做/乱/很1/。,,1.5006245053337681
train-03171,G,我知道你喜欢吃面条。,我/知道/你/喜欢/面条/。,,1.789646763860708
train-03172,G,我知道你想要什么。,你/想/要/什么/我/知道/。,,2.2184039029323404
train-03174,G,我知道有关它的一切。,和/它/有/联系/全部/我/知道/。,,1.708798745852759
train-03175,G,我知道这附近有一些测车速的东西。,我/知道/这里/近/监督/车2/速度/东西/有/。,,1.5077119341108685
train-03177,G,我确信你一定会很满意我的服务。,我/相信/我/服务/你/一定1/满意/。,,1.8012364622990795
train-03179,G,我第一次来这里，可以向你请教吗？,我/第一次/来/这里/请教（你）/可以/？,,1.6240973875183524
train-03180,G,我简直说不出话来。,我/说/不行2/。,,1.8019212456917604
train-03181,G,我算是看透你了。,你/我/都/知道/。,,2.0148477082339946
train-03185,G,我累得说不出活来。,我/说/不行2/为什么/累/。,,1.7162650157010733
train-03197,G,我能为你服务吗？,我/为/你/服务/可以/？,,1.9514816789844949
train-03198,G,我能为你做什么？,我/可以/为/你/做/什么/？,,2.1870665458945453
train-03203,G,我能带个朋友去吗？,我/带/朋友/去/可以/？,,1.844847658086697
train-03206,G,我能坐你旁边吗？,我/坐/你/边/可以/？,,1.930941853696094
train-03207,G,我能照这个吗？,这/我/拍照/可以/？,,1.7242079975019486
train-03208,G,我能用一下你的洗手间吗？,你/卫生间/我/去/可以/？,,1.9107194183061817
train-03209,G,我能用一下你的电话吗？,你/电话/我/借/用/可以/？,,1.7697138831099817
train-03210,G,我能看一下你的机票吗？,你/飞机/票/我/看/可以/？,,2.002755138273885
train-03211,G,我能要2个热狗吗？,我/要/热狗/2/可以/？,,1.6115328622711065
train-03212,G,我能试试这件吗？,这/我/试试/可以/？,试试,1.7242079975019486
train-03219,G,我要3个苹果，可以吗？,我/要/苹果/三/可以/？,,1.5512448896015076
train-03221,G,我要买2张10月3号的票。,我/要/买/10月3号/票/2/。,10月3号,1.5286235108884925
train-03226,G,我要先走了。,我/先/走/。,先,1.5099169698107249
train-03229,G,我要去买风扇。,我/要/买/电风扇/。,,1.549514426635071
train-03233,G,我要向你挑战。,我/挑战/你/。,,1.6042000546167525
train-03236,G,我要打游戏。,我/玩1/游戏/要/。,,1.595644432674066
train-03239,G,我要是不那么说就好了。,如果/我/说/那/没有2/就/好/。,,1.776223254019284
train-03253,G,我见到的一切都不是真的。,我/看1/这/全部/真1/不是/。,,1.677916698123211
train-03254,G,我觉得你应该把所有的钱都存起来。,我/感觉/你/全部/钱/应该/储存/。,,1.6904939782340715
train-03259,G,我觉得我也需要锻炼了。,我/感觉/我/一样/锻炼2/要/。,,1.883271892823084
train-03263,G,我觉得生活质量有了很大的提高。,我/感觉/生活/质量/进步2/有/。,,1.5001002938275987
train-03266,G,我觉得该是我离开的时候了。,我/感觉/现在/我/应该/走/。,,1.982651035785547
train-03268,G,我觉得还可以。,我/感觉/可以/。,,1.9175203459848351
train-03269,G,我觉得这件衣服不合身。,我/感觉/这/衣服/不合适/。,不合适,1.5767641389308682
train-03273,G,我认为你是不同意的。,我/认为/你/同意2/不/。,,1.7373108124742238
train-03278,G,我认为这个问题很重要。,我/认为/这/问题/重要/很/。,,1.7960096553349127
train-03279,G,我认为这要看个人的观点。,我/认为/这/看/每个/人/自己/观点/。,,1.5431145786954379
train-03281,G,我认识你，但是我忘了你叫什么。,我/认识/你/但是2/你/名字/我/忘了/。,,1.5370667152148911
train-03283,G,我让他们不用来了。,我/告诉/了/他们/来/不/。,,1.6423332866165883
train-03284,G,我记下你的地址好吗？,你/地址/我/记录1/可以/？,,1.513416857309443
train-03286,G,我该去哪里找资料？,我/找/材料1/应该/去/哪/？,,1.5686813465531244
train-03287,G,我该在哪个拐角转弯？,我/应该/在/哪/拐弯/？,拐弯,1.5146294320480818
train-03288,G,我该在哪儿等车呢？,车2/我/应该/在/哪/等/？,,1.7084785039763386
train-03290,G,我该怎么办？,我/应该/怎么/做/？,,1.8716277560745855
train-03291,G,我该怎么说呢？,我/应该/怎么/说/？,,1.823350199538951
train-03294,G,我说的是事实。,我/说/事实/是/。,,1.564272253876693
train-03296,G,我说维语尔语，你懂吗？,我/说/维吾尔族/语言/你/懂/可以/？,,1.5309403674558641
train-03298,G,我请你出去吃饭吧。,我/请/你/外面/吃饭/我/付钱/。,付钱,1.5680529085081298
train-03302,G,我赶上了最后一班车。,车2/我/到/这/是/一天/最后/一/。,,1.7559055472137777
train-03304,G,我跟你走。,你/我/跟/。,,1.6042000546167525
train-03307,G,我车需要洗一洗。,我/车2/洗/要/。,洗,1.5604261808629296
train-03313,G,我还不想结婚。,我/现在/结婚/想/不/。,,1.6715090207605747
train-03314,G,我还不想订婚。,我/现在/订婚/想/不/。,,1.6715090207605747
train-03318,G,我还得重新干吗？,我/再/新1/做/要/？,,1.8542455430354117
train-03320,G,我还想看电视。,电视/我/想/看1/再/再/。,,1.7344775220165514
train-03321,G,我还是很喜欢这双鞋。,这/鞋/我/喜欢/仍然/。,,1.5711935130163763
train-03324,G,我还没有去过。,我/去/了/没有2/。,,1.7533421841363535
train-03327,G,我还能工作好多年呢。,我/再/工作/多/年/可以/。,,1.8946347748397412
train-03328,G,我还能工作好长时间呢。,我/工作/久/可以/。,,1.5726034399285505
train-03331,G,我这就带你进去。,我/现在/带1/你/去/。,,1.819093156125713
train-03334,G,我送你上楼。,我/送/你/电梯/。,送,1.524184040224587
train-03336,G,我送给他一份礼物以答谢他的帮助。,我/礼物/他/一/为什么/谢谢/他/帮助（我）/。,,1.5984094822628
train-03340,G,我都等不及了。,我/等/不行/。,,1.6225795335761894
train-03342,G,我长这么大重来没这么热。,我/从小到大/像/现在/热/很1/这/第一次/。,从小到大,1.5099685982769395
train-03344,G,我需要一个安静的房间。,房子/安静/我/要/。,,1.688207190610023
train-03348,G,我需要买些水果。,我/买/一些2/水果/要/。,,1.5526289762070584
train-03349,G,我需要休息，我忙了好久。,我/休息/要/为什么/我/忙/久/。,,1.6561845930799635
train-03352,G,我需要好好休息。,我/要/休息/。,,1.7465477732604011
train-03353,G,我需要学习这个。,这个/我/学习1/要/。,,1.667323066299326
train-03364,G,我需要空间一个人静静。,我/需要/自己/一/房子/想/。,,1.7603485517211583
train-03365,G,我非常喜欢吃菠萝。,菠萝/我/喜欢/很1/。,,1.535695663297082
train-03366,G,我喜欢它的颜色。,它/颜色/我/喜欢/。,,1.7100897005799935
train-03367,G,我非常喜欢这个。,这个/我/特别/喜欢/。,,1.6893004123474995
train-03368,G,我非常欣赏你的努力。,你/努力/我/欣赏/很/。,,1.5477697377410564
train-03370,G,我需要你的帮助。,我/需要/你/帮助（我）/。,,1.5125856508290496
train-03373,G,我饶不了你。,你/等/你/。,,2.0387338081542943
train-03412,G,托你的福，我很好。,谢谢/帮助（我）/幸福/我/好/我/好/。,,1.7269144397332896
train-03430,G,把这里当作自己的家一样。,这里/自己/家/一样/。,,1.5574295070322415
train-03457,G,接下来你打算怎么办？,然后/你/计划/做/什么/？,然后,1.5654179470006984
train-03458,G,接下来你要做什么？,然后/你/做/什么/？,然后,1.6024592880585167
train-03459,G,我最痛恨不守信用的人。,我/最2/痛恨/人/谁/信用/没有/这/。,,1.529294309926542
train-03469,H,接下来我要做什么？,然后/我/做/什么/？,然后,1.6133106231281347
train-03516,H,时候不早了我该走了。,时间/差不多/我/走/。,,1.6342474389500423
train-03520,H,时间快到了。,时间/快/到/。,,1.5069963229951089
train-03551,H,是你救了我。,你/救/我/。,,1.6042000546167525
train-03567,H,晚饭时间还早。,晚上/吃饭/时间/没有2/到/。,,1.578892656801336
train-03586,J,最近做了什么有趣的事情？,最近/兴趣/事情2/有/什么/？,,1.5704984176377235
train-03602,J,有一张特大号的床，你要看吗？,床/特别/大/1/有/你/看/要/？,,1.6939695958352894
train-03603,J,有一本我要的书你们卖完了。,我/要/书/1/你们/卖/完成/。,,1.7455504988655242
train-03610,J,有人在吗？,人/在/有/？,,1.7645088218510825
train-03611,J,有人在家吗？,家/人/在/有/？,,1.793304061256596
train-03613,J,有人招呼你吗？,招呼/你/人/有/？,,1.6064962365863884
train-03619,J,有什么新鲜事吗？,新鲜/事情/有/什么/？,,1.5815282178169243
train-03620,J,有什么时候的票？,票/时间/有/什么/？,,1.7967591761004116
train-03623,J,有什么要求吗？,要求/有/什么/？,,1.5652904894920616
train-03624,J,有什么问题吗？,问题/有/什么/？,,1.7115471524993573
train-03629,J,有困难来找我。,困难/有/找/我/。,,1.5124383907264456
train-03631,J,有很多关于这方面的网站。,这里/网/站/多/有/。,,1.6145449741102977
train-03634,J,有没有什么车特别吸引你的眼球呢？,什么/特别/车/吸引/你/有/？,,1.5669959734558991
train-03636,J,有没有想过做一个自己的小项目？,自己/小/项目/1/想/做/有/？,,1.6925000876413538
train-03638,J,有没有搞错啊你。,做/错误/你/有/。,,1.840068302623554
train-03645,J,有空来我家玩。,时间/有/来/我/家/玩/。,,1.8823667127047854
train-03657,J,本车是无人售票车。,这里/没有2/人/卖/汽车1/票/。,,1.6033959927499055
train-03660,J,来这里都是玩的。,来/这里/玩/都/是/。,,1.662199490325608
train-03690,J,每个人都应该做的。,各/人/应该/做/是/。,,1.6500464610238208
